obs,pvdmily,TB3M,AvgMargTax,hrs,govsav,nfoutput,nfdefl,tfpgr,govcons,gdp,defl
1999Q1,0.001661589587,4.406666755676,0.389999985695,191.410,79.1,82.526,88.686,4.146770629056,2028.4,10592.100000000000,86.371
1999Q2,0.000000000000,4.453333377838,0.389999985695,192.743,96.1,83.167,89.006,-1.831605888284,2036.9,10674.900000000000,86.675
1999Q3,0.000000000000,4.650000095367,0.389999985695,194.010,103.5,84.417,89.321,0.964323242660,2063.3,10810.700000000001,86.998
1999Q4,0.000000000000,5.043333530426,0.389999985695,194.665,116.6,86.140,89.559,4.655173971526,2095.9,11004.799999999999,87.305
2000Q1,0.000000000000,5.519999980927,0.391999989748,195.429,205.3,86.165,90.267,1.591614777818,2078.7,11033.600000000000,88.000
2000Q2,0.000000000000,5.713333129883,0.391999989748,195.615,175.0,88.153,90.625,4.043833997332,2106.4,11248.799999999999,88.446
2000Q3,0.000000000000,6.016666889191,0.391999989748,195.582,181.8,88.156,91.129,-1.281049032009,2099.8,11258.299999999999,88.979
2000Q4,0.000000000000,6.016666889191,0.391999989748,194.743,178.8,88.676,91.501,1.252567619180,2106.2,11325.000000000000,89.447
2001Q1,0.000000000000,4.816666603088,0.384999990463,194.329,159.4,88.252,91.903,-1.639809742279,2137.3,11287.799999999999,90.054
2001Q2,0.000000000000,3.659999847412,0.384999990463,192.322,119.0,88.913,92.464,1.482587611285,2181.7,11361.700000000001,90.666
2001Q3,0.009425994777,3.170000076294,0.384999990463,190.206,-104.4,88.424,92.499,-2.022214230763,2177.8,11330.400000000000,90.952
2001Q4,0.000000000000,1.906666755676,0.384999990463,188.033,-12.0,88.651,92.721,1.689851136391,2216.4,11370.000000000000,91.232
2002Q1,0.028564267191,1.723333358765,0.379999995232,186.353,-205.4,89.755,92.631,6.393257787924,2250.4,11467.100000000000,91.555
2002Q2,0.000000000000,1.716666698456,0.379999995232,186.853,-249.7,90.036,93.158,-0.495127028380,2272.0,11528.100000000000,91.965
2002Q3,0.008772012564,1.643333315849,0.379999995232,186.260,-262.9,90.613,93.393,1.196387458289,2290.4,11586.600000000000,92.363
2002Q4,0.000000000000,1.333333373070,0.379999995232,186.444,-293.0,90.677,93.719,0.289622609358,2305.7,11590.600000000000,92.894
2003Q1,0.011498202825,1.156666636467,0.358999997377,185.445,-300.6,90.976,94.090,2.201116380696,2300.9,11638.900000000000,93.543
2003Q2,0.000000000000,1.039999961853,0.358999997377,184.897,-375.0,91.940,94.171,4.951168096592,2335.1,11737.500000000000,93.815
2003Q3,0.003724530119,0.930000007153,0.358999997377,185.130,-451.4,94.196,94.531,5.210938400460,2342.0,11930.700000000001,94.337
2003Q4,0.006947590998,0.916666686535,0.358999997377,186.067,-378.5,95.010,94.740,0.769936679213,2343.7,12038.600000000000,94.818
2004Q1,0.000000000000,0.916666686535,0.358000010252,186.836,-409.3,95.563,95.507,2.348837785083,2354.9,12117.900000000000,95.643
2004Q2,0.002155692753,1.076666593552,0.358000010252,186.923,-384.4,96.400,96.174,2.263689013330,2363.5,12195.900000000000,96.450
2004Q3,0.000000000000,1.486666679382,0.358000010252,188.131,-361.6,97.100,96.963,2.033886439903,2372.1,12286.700000000001,97.149
2004Q4,0.000000000000,2.006666660309,0.358000010252,189.128,-362.5,97.868,97.803,0.340380041321,2357.6,12387.200000000001,97.874
2005Q1,0.008233908884,2.536666631699,0.351000010967,189.428,-288.9,99.072,98.683,2.008678599177,2359.9,12515.000000000000,98.776
2005Q2,0.000000000000,2.863333225250,0.351000010967,190.628,-288.1,99.482,99.382,0.006459015795,2362.4,12570.700000000001,99.437
2005Q3,0.000000000000,3.360000133514,0.351000010967,191.003,-287.4,100.427,100.512,2.758805823888,2383.9,12670.500000000000,100.458
2005Q4,0.000000000000,3.826666831970,0.351000010967,192.195,-267.7,101.020,101.391,0.819770419346,2373.4,12735.600000000000,101.302
2006Q1,0.000000000000,4.393333435059,0.352999985218,193.872,-207.3,102.635,101.939,3.509909545039,2397.1,12896.400000000000,102.055
2006Q2,0.017271589487,4.703333377838,0.352999985218,194.373,-229.4,102.943,102.830,-0.691823250882,2399.1,12948.700000000001,102.948
2006Q3,0.000000000000,4.906666755676,0.352999985218,195.469,-215.5,102.902,103.471,-2.101312461437,2402.7,12950.400000000000,103.724
2006Q4,0.000000000000,4.903333187103,0.352999985218,196.014,-163.0,103.903,103.692,2.152351926893,2409.4,13038.400000000000,104.186
2007Q1,0.000000000000,4.983333587646,0.352999985218,196.031,-201.6,103.858,104.738,-3.607542823880,2406.7,13056.100000000000,105.380
2007Q2,0.000000000000,4.736666679382,0.352999985218,196.678,-237.4,105.062,105.415,0.356896412131,2426.8,13173.600000000000,106.098
2007Q3,0.000000000000,4.303333282471,0.352999985218,196.054,-265.2,105.942,105.518,-0.800982182913,2447.9,13269.799999999999,106.453
2007Q4,0.052137180093,3.390000104904,0.352999985218,195.556,-276.7,106.188,105.791,0.815568830347,2455.3,13326.000000000000,106.958
2008Q1,0.000000000000,2.043333292007,0.352999985218,194.988,-388.8,105.211,106.177,-2.542768079594,2473.9,13266.799999999999,107.591
2008Q2,0.000000000000,1.626666665077,0.352999985218,194.049,-764.4,105.319,106.983,-1.085136448735,2484.5,13310.500000000000,108.302
2008Q3,0.000000000000,1.493333339691,0.352999985218,191.962,-639.1,103.914,107.970,-3.102933574920,2510.7,13186.900000000000,109.162
2008Q4,-0.016746066118,0.296666681767,0.352999985218,187.130,-661.7,100.431,108.031,-8.487722695439,2520.5,12883.500000000000,109.300
